0.848 -58.50071123755334 1.68%
0.844 -56.230697012802274 5.06%
0.84 -58.96068278805121 0.0%
0.836 -57.69066856330014 1.7%
0.8320000000000001 -55.420654338549085 5.13%
0.8280000000000001 -57.15064011379801 1.71%
0.8240000000000001 -55.88062588904695 3.45%
0.8200000000000001 -56.61061166429588 1.73%
0.8160000000000001 -55.340597439544815 3.48%
0.812 -56.07058321479374 1.75%
0.808 -56.80056899004268 0.0%
0.804 -54.53055476529161 3.53%
0.8 -55.260540540540546 1.77%
0.924 -58.63098150782362 9.28%
0.92 -63.360967283072554 1.55%
0.916 -59.090953058321475 7.8%
0.912 -59.820938833570416 6.26%
0.908 -63.55092460881935 0.0%
0.904 -60.280910384068285 4.74%
0.9 -63.01089615931721 0.0%
0.896 -59.74088193456615 4.78%
0.892 -58.47086770981508 6.4%
0.888 -60.200853485064016 3.21%
0.884 -58.93083926031295 4.84%
0.88 -57.66082503556188 6.48%
0.876 -60.39081081081081 1.62%
0.872 -59.12079658605975 3.27%
0.868 -59.85078236130868 1.64%
0.864 -59.58076813655761 1.65%
0.86 -60.31075391180654 0.0%
0.856 -58.04073968705548 3.33%
0.852 -56.77072546230441 5.01%
0.996 -68.49123755334281 1.43%
0.992 -66.22122332859175 4.33%
0.988 -67.95120910384068 1.45%
0.984 -67.68119487908962 1.45%
0.98 -66.41118065433855 2.92%
0.976 -66.14116642958749 2.93%
0.972 -64.87115220483642 4.42%
0.968 -64.60113798008535 4.43%
0.964 -66.33112375533429 1.48%
0.96 -65.06110953058322 2.98%
0.9560000000000001 -63.79109530583216 4.49%
0.9520000000000001 -64.52108108108109 3.0%
0.9480000000000001 -62.25106685633003 6.03%
0.9440000000000001 -65.98105263157896 0.0%
0.9400000000000001 -63.711038406827896 3.04%
0.936 -64.44102418207682 1.52%
0.932 -62.17100995732575 4.6%
0.928 -63.900995732574685 1.54%
